	Ga0540489_genes.fna.	Ga0541010_genes.fna.	Ga0541012_genes.fna.	Ga0541011_genes.fna.	Ga0541014_genes.fna.	Ga0541013_genes.fna.	Ga0541015_genes.fna.	Ga0541016_genes.fna.	Ga0541017_genes.fna.	Ga0541018_genes.fna.	Ga0541019_genes.fna.	Ga0541020_genes.fna.	Ga0541021_genes.fna.	Ga0541022_genes.fna.	Ga0541023_genes.fna.	Ga0541024_genes.fna.	Ga0541025_genes.fna.	Ga0541026_genes.fna.	Ga0541027_genes.fna.	Ga0541028_genes.fna.
OTU11640	1	0	0	1	0	0	1	0	2	0	1	1	1	1	1	1	0	1	0	0
OTU11641	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU11642	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU11643	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11644	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1
OTU11645	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU11646	2	19	29	14	20	45	22	11	23	34	24	48	47	27	6	19	3	30	35	25
OTU11647	1	5	4	0	1	2	3	1	2	1	3	2	1	0	2	3	0	4	0	1
OTU11648	1	2	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU11649	2	0	1	1	0	1	2	0	1	1	1	3	1	3	1	1	0	2	0	1
OTU11650	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU11651	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0
OTU11652	1	4	1	2	10	5	6	2	2	4	0	7	5	7	4	4	1	1	3	2
OTU11653	1	0	0	0	1	0	1	0	2	1	0	1	0	0	2	0	0	0	0	1
OTU11654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11655	1	1	1	0	0	1	2	1	1	0	0	1	0	1	0	0	0	0	1	1
OTU11656	1	1	25	0	4	5	2	1	0	3	0	3	1	1	2	1	0	0	2	1
OTU11657	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU11658	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU11659	2	0	0	0	0	1	0	1	2	0	0	1	1	1	0	0	0	1	1	0
OTU11660	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11661	2	1	0	0	1	1	0	1	1	0	0	0	1	0	1	2	0	0	1	1
OTU11662	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU11663	2	0	0	0	1	2	3	0	2	0	1	1	1	0	0	1	0	0	1	0
OTU11664	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11665	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11666	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11667	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
OTU11668	3	2	1	2	2	5	3	0	7	7	1	11	9	3	12	5	0	0	3	1
OTU11669	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11670	1	0	1	0	0	1	2	0	0	0	0	0	1	0	0	1	0	1	0	0
OTU11671	1	0	2	0	1	2	4	0	0	3	1	0	0	1	1	2	0	4	0	2
OTU11672	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
OTU11673	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11674	1	0	2	0	0	0	0	0	3	0	0	1	1	0	3	1	0	0	0	0
OTU11675	1	2	6	0	3	2	2	5	4	4	1	4	6	1	9	1	0	3	0	1
OTU11676	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11677	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11678	1	0	0	0	1	0	0	1	4	2	0	0	5	0	4	1	0	0	0	0
OTU11679	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11682	2	2	0	0	0	0	1	0	1	0	0	1	0	0	5	1	0	0	0	0
OTU11683	2	0	2	1	0	0	0	0	2	0	0	1	2	0	3	1	0	0	0	0
OTU11684	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11685	3	3	4	2	2	2	6	2	4	3	0	6	2	0	4	4	0	2	1	2
OTU11686	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11687	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	1
OTU11688	3	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0
OTU11689	1	10	28	38	9	25	36	4	1	15	26	39	14	29	3	8	2	23	24	13
OTU11690	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11691	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	0
OTU11692	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU11693	1	0	2	1	1	2	1	0	0	2	2	1	1	0	2	1	0	1	2	1
OTU11694	1	2	12	3	7	10	8	3	10	2	3	10	4	7	11	8	0	3	5	4
OTU11695	2	1	0	0	1	3	0	1	1	1	0	1	0	0	1	1	0	0	1	0
OTU11696	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU11697	1	0	0	1	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0
OTU11698	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU11699	1	0	0	3	3	8	4	4	2	6	1	4	5	2	0	1	0	0	4	4
OTU11700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU11701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11702	3	0	0	1	2	1	2	2	1	0	0	4	3	1	1	0	0	0	0	0
OTU11703	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
OTU11704	1	1	0	0	0	1	2	1	2	0	1	0	1	0	2	1	0	0	0	0
OTU11705	1	0	0	0	0	1	3	0	8	0	1	2	0	1	2	0	0	2	0	0
OTU11706	2	1	3	2	0	3	1	0	2	2	3	4	2	3	2	1	2	3	3	2
OTU11707	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU11708	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0
OTU11709	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11710	3	3	3	2	3	5	5	5	5	1	1	3	12	3	6	3	1	1	5	2
OTU11711	1	2	0	0	0	1	1	0	4	0	1	1	1	0	0	1	0	1	0	0
OTU11712	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU11713	1	1	1	1	1	0	3	0	0	2	1	2	0	0	2	0	0	1	0	0
OTU11714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11715	2	0	1	0	0	0	0	0	1	0	0	2	4	0	2	2	0	0	0	0
OTU11716	1	3	1	2	3	4	4	2	4	1	1	8	4	3	1	3	0	3	3	0
OTU11717	1	2	0	0	4	1	2	2	2	0	0	1	1	0	1	0	0	0	1	0
OTU11718	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
OTU11719	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU11720	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU11721	1	1	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU11722	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU11723	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11724	1	10	28	13	19	22	26	9	16	26	13	30	20	26	7	24	5	27	21	20
OTU11725	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU11726	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
OTU11727	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11728	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0
OTU11729	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
OTU11730	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11731	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU11732	2	1	0	0	0	1	0	0	0	0	0	2	2	0	1	2	0	0	0	0
OTU11733	1	0	0	1	0	1	1	1	1	2	1	1	3	4	3	2	1	2	3	1
OTU11734	1	0	2	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
OTU11735	1	0	0	0	1	0	0	1	1	1	0	2	0	0	1	0	0	0	0	0
OTU11736	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	2	0	0
OTU11737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11738	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11739	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU11740	2	2	2	1	0	2	2	0	16	1	0	0	2	0	6	2	0	0	1	1
OTU11741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11742	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11743	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0
OTU11744	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	2	0	0	0	2
OTU11745	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
OTU11746	2	1	0	0	0	0	0	0	2	1	0	0	1	0	3	2	0	1	1	0
OTU11747	1	4	3	2	0	4	2	2	0	3	1	3	2	1	0	1	1	0	0	0
OTU11748	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11749	2	2	0	0	0	1	1	0	2	0	0	0	2	2	0	1	0	0	0	0
OTU11750	1	1	1	0	1	1	1	0	2	0	0	0	6	1	1	1	0	1	0	0
OTU11751	1	0	0	0	0	3	0	0	2	0	0	0	0	0	3	0	0	1	0	0
OTU11752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU11753	1	1	1	0	0	1	2	0	2	0	1	1	0	0	1	1	0	0	0	0
OTU11754	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0
OTU11755	2	1	3	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0
OTU11756	1	1	4	2	0	0	2	0	1	1	1	0	0	0	0	1	0	0	1	0
OTU11757	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
OTU11758	2	0	0	1	0	0	1	0	0	0	3	2	0	1	0	0	0	2	0	0
OTU11759	2	1	3	1	2	1	4	4	4	1	1	3	5	1	1	2	0	0	2	1
OTU11760	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11761	1	1	0	1	0	1	0	0	0	0	1	0	1	2	1	2	0	0	0	0
OTU11762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11763	1	2	3	0	0	0	1	0	0	0	0	2	3	1	1	1	0	0	0	0
OTU11764	1	2	22	12	10	25	18	7	3	11	10	19	14	14	0	7	0	5	20	31
OTU11765	1	1	1	2	0	3	0	0	1	1	0	1	1	0	0	1	0	0	1	0
OTU11766	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0
OTU11767	1	1	2	0	1	8	1	1	4	3	2	3	2	0	3	1	1	1	3	2
OTU11768	1	1	0	0	0	0	1	0	1	0	0	1	2	0	2	4	0	0	1	0
OTU11769	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11770	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU11771	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU11773	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU11774	1	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0
OTU11775	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11776	2	2	0	0	0	0	0	0	4	0	0	0	1	1	3	1	0	0	1	0
OTU11777	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU11778	1	2	0	0	0	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0
OTU11779	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU11780	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
OTU11781	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11782	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	1	1
OTU11783	1	0	0	1	0	3	0	2	1	0	1	1	2	1	0	0	0	1	1	0
OTU11784	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0
OTU11785	1	2	0	1	0	2	1	2	8	2	1	3	1	2	1	3	0	2	0	0
OTU11786	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11787	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU11788	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11791	1	2	2	2	1	6	3	1	3	3	2	3	5	3	3	1	1	1	1	2
OTU11792	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU11793	1	2	7	3	2	3	4	1	3	5	2	1	2	5	1	1	0	0	5	4
OTU11794	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0
OTU11795	1	21	43	12	39	38	34	20	14	45	33	44	49	42	11	24	7	23	31	36
OTU11796	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1
OTU11797	1	0	1	1	2	0	0	0	1	0	1	0	3	0	2	0	0	1	0	0
OTU11798	1	1	2	1	3	0	0	0	5	0	0	1	2	0	1	1	0	0	1	0
OTU11799	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11800	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU11801	1	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0
OTU11802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU11803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11804	1	0	1	0	1	0	1	1	1	0	0	1	3	0	3	2	0	0	0	0
OTU11805	1	2	1	0	1	0	2	0	9	0	1	1	1	0	3	3	0	1	0	0
OTU11806	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11807	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11808	2	2	0	0	0	1	1	0	1	0	0	0	3	0	3	1	0	0	0	1
OTU11809	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU11810	1	1	0	0	0	0	0	1	2	2	1	1	1	0	1	1	0	0	0	0
OTU11811	3	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU11812	1	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
OTU11813	1	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
OTU11814	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU11815	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
OTU11816	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11817	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU11818	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU11819	1	0	2	1	0	1	2	0	0	0	0	1	1	0	1	1	0	0	1	0
OTU11820	1	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0
OTU11821	1	0	1	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	1
OTU11822	3	5	4	0	3	2	6	1	11	2	0	3	8	1	11	4	0	1	0	0
OTU11823	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11824	1	0	2	0	2	1	1	0	1	0	0	2	2	0	1	1	0	1	1	1
OTU11825	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11826	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11827	1	0	1	0	0	0	1	0	1	0	0	3	1	0	0	2	0	0	0	1
OTU11828	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU11829	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
OTU11830	1	2	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0
OTU11831	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1
OTU11832	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11833	1	0	0	0	1	2	1	0	1	0	0	1	1	1	2	2	0	0	1	1
OTU11834	2	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0
OTU11835	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
OTU11836	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU11837	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU11838	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11840	1	2	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
OTU11841	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11843	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11844	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0
OTU11845	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU11846	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11847	1	0	1	2	0	0	0	1	1	1	0	2	2	0	0	0	0	0	0	0
OTU11848	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU11849	1	2	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1
OTU11850	3	1	3	0	1	1	3	1	1	1	0	3	2	0	4	0	0	0	0	1
OTU11851	1	1	2	0	1	0	6	1	3	2	1	2	2	2	1	3	0	1	2	0
OTU11852	2	0	1	0	0	2	1	1	6	0	0	0	3	1	6	2	0	1	0	2
OTU11853	1	2	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0
OTU11854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11855	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11856	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
OTU11857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11858	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU11859	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11860	1	1	0	1	1	1	1	0	1	0	0	3	2	2	0	1	0	0	0	0
OTU11861	1	3	1	2	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0
OTU11862	1	2	3	0	3	2	2	3	0	1	1	0	2	2	0	1	0	1	4	0
OTU11863	1	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	1	0	0
OTU11864	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1
OTU11865	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU11866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11867	1	8	12	2	1	10	5	3	11	2	1	11	11	2	12	15	0	3	6	3
OTU11868	2	1	1	1	3	0	2	0	2	3	1	2	3	0	3	3	0	0	1	0
OTU11869	1	2	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
OTU11870	1	0	0	0	0	1	0	0	3	0	0	0	1	0	1	2	0	0	0	1
OTU11871	1	1	0	1	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0	0
OTU11872	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1
OTU11873	1	1	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU11874	1	4	1	2	0	2	2	0	1	1	2	2	0	6	0	3	0	1	3	0
OTU11875	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	3	2	0
OTU11876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11877	2	2	3	1	0	3	4	3	1	1	0	1	2	1	0	1	0	3	1	4
OTU11878	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0
OTU11879	1	0	0	2	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0
OTU11880	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU11881	1	4	10	7	3	11	9	7	2	6	4	12	14	5	4	6	1	2	7	10
OTU11882	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11883	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU11884	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU11885	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU11886	1	0	2	6	2	3	3	3	2	2	2	5	0	5	0	0	0	3	2	0
OTU11887	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11888	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU11889	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU11890	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU11891	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
OTU11892	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11893	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11894	1	1	2	0	0	1	3	0	0	0	0	1	0	1	1	1	0	0	0	0
OTU11895	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11896	1	0	2	0	0	1	1	1	2	0	0	0	0	0	6	3	0	1	0	1
OTU11897	1	2	4	1	2	2	2	0	6	1	1	0	2	2	1	3	0	0	2	0
OTU11898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU11899	3	6	2	0	0	2	11	3	6	0	0	2	3	1	1	4	0	0	2	3
OTU11900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
OTU11901	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU11902	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU11903	1	4	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0
OTU11904	2	0	7	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	4
OTU11905	1	0	2	1	2	1	0	0	0	0	1	1	0	1	1	0	0	0	1	3
OTU11906	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
OTU11907	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU11908	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
OTU11909	3	2	1	1	2	1	2	0	0	2	3	3	2	2	0	3	0	3	0	0
OTU11910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU11911	1	3	3	0	2	10	11	1	6	1	1	4	5	2	2	5	0	0	0	1
OTU11912	1	0	2	0	4	2	1	2	5	0	0	3	4	1	4	2	0	0	1	0
OTU11913	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11914	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU11915	1	1	1	0	0	0	0	0	2	0	0	1	2	2	2	1	0	0	0	0
OTU11916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11917	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11918	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU11919	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU11920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11921	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11922	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU11923	1	4	8	4	2	6	6	5	1	1	3	8	6	4	5	7	1	8	6	5
OTU11924	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11925	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU11926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11927	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11928	2	2	1	0	0	2	1	0	1	0	1	1	1	0	5	1	0	1	1	0
OTU11929	1	0	1	0	0	1	1	0	0	0	0	1	0	0	2	1	0	0	1	0
OTU11930	1	1	5	2	1	2	2	0	0	0	0	0	3	5	0	0	0	2	1	1
OTU11931	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU11932	1	1	1	0	0	1	0	0	1	0	0	3	0	0	1	1	0	0	0	0
OTU11933	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU11934	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0
OTU11935	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU11936	1	2	1	1	2	1	2	1	2	1	0	1	4	0	3	4	0	1	1	0
OTU11937	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
