	Domain	Phylum	Class	Order	Family	Genus	Species
OTU00206	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 13_1_20CM_58_21
OTU00207	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 13_1_40CM_4_58_4
OTU00208	Bacteria	 Ignavibacteriae	 Ignavibacteria	 NA	 NA	 NA	 Ignavibacteria bacterium 13_1_40CM_2_61_4
OTU00209	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces marianii
OTU00210	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	 Nocardioides ungokensis
OTU00211	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. RP5T
OTU00212	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea typhae
OTU00213	Bacteria	 Acidobacteria	 Acidobacteriia	 NA	 NA	 NA	 Acidobacteriia bacterium SbA2
OTU00214	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Spongiactinospora	 NA
OTU00215	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura sp. CNU-125
OTU00216	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 NA
OTU00217	Bacteria	 Spirochaetes	 NA	 NA	 NA	 NA	 Spirochaetes bacterium
OTU00218	Bacteria	 Candidatus Omnitrophica	 NA	 NA	 NA	 NA	 Candidatus Omnitrophica bacterium ADurb.Bin314
OTU00219	Archaea	 Thaumarchaeota	 NA	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilus	 Nitrosopumilus adriaticus
OTU00220	Archaea	 Euryarchaeota	 NA	 NA	 NA	 NA	 NA
OTU00221	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR32
OTU00222	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura craniellae
OTU00223	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 Streptacidiphilus oryzae
OTU00224	Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 NA	 NA	 Acidimicrobiales bacterium
OTU00225	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Marmoricola	 Marmoricola endophyticus
OTU00226	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces coffeae
OTU00227	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea endophytica
OTU00228	Bacteria	 Actinobacteria	 NA	 NA	 NA	 NA	 NA
OTU00229	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. TRM68416
OTU00230	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura sp. PM05-2
OTU00231	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Nocardiopsis	 Nocardiopsis sp. Huas11
OTU00232	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura rubteroloni
OTU00233	Bacteria	 Candidatus Aerophobetes	 NA	 NA	 NA	 NA	 Candidatus Aerophobetes bacterium
OTU00234	Bacteria	 Actinobacteria	 Actinomycetia	 Frankiales	 Frankiaceae	 Frankia	 Frankia inefficax
OTU00235	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Kitasatospora	 Kitasatospora azatica
OTU00236	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Actinophytocola	 Actinophytocola algeriensis
OTU00237	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. WM6378
OTU00238	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 Seongchinamella	 Seongchinamella unica
OTU00239	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium branderi
OTU00240	Bacteria	 Gemmatimonadetes	 NA	 NA	 NA	 NA	 Gemmatimonadetes bacterium 13_1_40CM_4_65_7
OTU00241	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	 Pseudomonas mangiferae
OTU00242	Bacteria	 NA	 NA	 NA	 NA	 NA	 Parcubacteria group bacterium ADurb.Bin216
OTU00243	Bacteria	 Proteobacteria	 Betaproteobacteria	 NA	 NA	 NA	 Betaproteobacteria bacterium
OTU00244	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium shimoidei
OTU00245	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Murinocardiopsis	 Murinocardiopsis flavida
OTU00246	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharopolyspora	 Saccharopolyspora hirsuta
OTU00247	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia sp. Bp8998
OTU00248	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Methanomassiliicoccus	 Candidatus Methanomassiliicoccus intestinalis
OTU00249	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 NA	 Nordella	 Nordella sp. HKS 07
OTU00250	Bacteria	 Actinobacteria	 Actinomycetia	 Geodermatophilales	 Geodermatophilaceae	 Modestobacter	 Modestobacter marinus
OTU00251	Bacteria	 Gemmatimonadetes	 NA	 NA	 NA	 NA	 Gemmatimonadetes bacterium GWC2_71_9
OTU00252	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura hibisca
OTU00253	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Candidatus Nitrospira nitrosa
OTU00254	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	 NA
OTU00255	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia sp. H11422
OTU00256	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. TLI_235
OTU00257	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR10
OTU00258	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia sp. 73-21
OTU00259	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Qaidamihabitans	 Qaidamihabitans albus
OTU00260	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 Streptacidiphilus sp. P02-A3a
OTU00261	Bacteria	 Actinobacteria	 Actinomycetia	 Catenulisporales	 Catenulisporaceae	 Catenulispora	 NA
OTU00262	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 NA	 NA	 Chromatiales bacterium USCg_Taylor
OTU00263	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 Bradyrhizobium erythrophlei
OTU00264	Bacteria	 Actinobacteria	 Actinomycetia	 Actinomycetales	 NA	 NA	 Actinomycetales bacterium mxb001
OTU00265	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Dermatophilaceae	 Austwickia	 Austwickia sp.
OTU00266	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	 Rhodococcus corynebacterioides
OTU00267	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura sp. WMMB 499
OTU00268	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Phyllobacteriaceae	 Aminobacter	 NA
OTU00269	Bacteria	 Actinobacteria	 Actinomycetia	 Kineosporiales	 Kineosporiaceae	 Kineosporia	 NA
OTU00270	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 Streptacidiphilus melanogenes
OTU00271	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Marisediminicola	 Marisediminicola antarctica
OTU00272	Bacteria	 Actinobacteria	 Actinomycetia	 Cryptosporangiales	 Cryptosporangiaceae	 Cryptosporangium	 NA
OTU00273	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Planomonospora	 NA
OTU00274	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Virgisporangium	 Virgisporangium aurantiacum
OTU00275	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycolicibacterium	 Mycolicibacterium fluoranthenivorans
OTU00276	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Gandjariella	 Gandjariella thermophila
OTU00277	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. ISL-11
OTU00278	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella sp. VKM Ac-2568
OTU00279	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharothrix	 Saccharothrix variisporea
OTU00280	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Intrasporangiaceae	 Terrabacter	 Terrabacter sp. MAHUQ-38
OTU00281	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Intrasporangiaceae	 Knoellia	 Knoellia sp. DB2414S
OTU00282	Bacteria	 Proteobacteria	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_46_8
OTU00283	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 NA	 NA	 Desulfobacterales bacterium GWB2_56_26
OTU00284	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 NA	 NA	 Rhodocyclales bacterium GWA2_65_19
OTU00285	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Alpinimonas	 Alpinimonas psychrophila
OTU00286	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Caballeronia	 NA
OTU00287	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium sp. M1
OTU00288	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Maricaulales	 Robiginitomaculaceae	 Robiginitomaculum	 Robiginitomaculum sp.
OTU00289	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Azohydromonas	 Azohydromonas caseinilytica
OTU00290	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 NA	 NA	 Sphingomonadales bacterium
OTU00291	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Thermopolyspora	 Thermopolyspora flexuosa
OTU00292	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Nocardiaceae	 Nocardia	 Nocardia vinacea
OTU00293	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces sp. NBRC 109706
OTU00294	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 NA	 Allonocardiopsis	 Allonocardiopsis opalescens
OTU00295	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora inaquosa
OTU00296	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Intrasporangiaceae	 Intrasporangium	 Intrasporangium calvum
OTU00297	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces armeniacus
OTU00298	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Spiractinospora	 Spiractinospora alimapuensis
OTU00299	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 NA
OTU00300	Bacteria	 Acidobacteria	 NA	 NA	 NA	 NA	 Acidobacteria bacterium 13_1_40CM_4_57_6
OTU00301	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora costi
OTU00302	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Hyphomicrobiales	 Bradyrhizobiaceae	 Bradyrhizobium	 NA
OTU00303	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces aquilus
OTU00304	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea muscovyensis
OTU00305	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacteroides	 Mycobacteroides chelonae
OTU00306	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea rhizosphaerae
OTU00307	Bacteria	 Candidatus Sumerlaeota	 NA	 NA	 NA	 NA	 candidate division BRC1 bacterium ADurb.BinA292
OTU00308	Bacteria	 Nitrospirae	 NA	 NA	 NA	 NA	 NA
OTU00309	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 NA	 Mitsuaria	 Mitsuaria chitosanitabida
OTU00310	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura physcomitrii
OTU00311	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Duganella	 Duganella sp. Root336D2
OTU00312	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobia subdivision 3	 Limisphaera	 Limisphaera ngatamarikiensis
OTU00313	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Streptosporangium	 Streptosporangium album
OTU00314	Bacteria	 Actinobacteria	 Actinomycetia	 Acidothermales	 Acidothermaceae	 Acidothermus	 Acidothermus cellulolyticus
OTU00315	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura harenae
OTU00316	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Thermoactinospora	 Thermoactinospora rubra
OTU00317	Archaea	 Thaumarchaeota	 NA	 NA	 NA	 Candidatus Nitrosotalea	 Candidatus Nitrosotalea devanaterra
OTU00318	Archaea	 NA	 NA	 NA	 NA	 NA	 archaeon HR01
OTU00319	Bacteria	 Chloroflexi	 NA	 NA	 NA	 NA	 NA
OTU00320	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. AMSO12t
OTU00321	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 NA	 NA	 uncultured Corynebacteriales bacterium
OTU00322	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Achromobacter	 Achromobacter xylosoxidans
OTU00323	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 NA	 Planctomycetaceae bacterium
OTU00324	Bacteria	 Proteobacteria	 Alphaproteobacteria	 NA	 NA	 NA	 Alphaproteobacteria bacterium
OTU00325	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Glaciimonas	 Glaciimonas sp. PAMC28666
OTU00326	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Catellatospora	 NA
OTU00327	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	 Amycolatopsis sp. GM8
OTU00328	Bacteria	 Actinobacteria	 Actinomycetia	 Kineosporiales	 Kineosporiaceae	 Kineococcus	 Kineococcus rubinsiae
OTU00329	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Longispora	 Longispora fulva
OTU00330	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Cellulomonadaceae	 Cellulomonas	 Cellulomonas fimi
OTU00331	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Actinoplanes	 NA
OTU00332	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Nocardioides	 Nocardioides mesophilus
OTU00333	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Catellatospora	 Catellatospora sp. NEAU-YM18
OTU00334	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 NA	 NA	 NA
OTU00335	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	 NA
OTU00336	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Noviherbaspirillum	 NA
OTU00337	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces alni
OTU00338	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Plantactinospora	 NA
OTU00339	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Actinoplanes	 Actinoplanes tereljensis
OTU00340	Bacteria	 NA	 NA	 NA	 NA	 NA	 bacterium HR12
OTU00341	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea lactucae
OTU00342	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Kibdelosporangium	 Kibdelosporangium persicum
OTU00343	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Dietziaceae	 Dietzia	 NA
OTU00344	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycolicibacterium	 Mycolicibacterium hippocampi
OTU00345	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 NA	 NA
OTU00346	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 Streptacidiphilus jeojiense
OTU00347	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Kibdelosporangium	 Kibdelosporangium phytohabitans
OTU00348	Bacteria	 Actinobacteria	 Actinomycetia	 Geodermatophilales	 Geodermatophilaceae	 Modestobacter	 Modestobacter sp. DSM 44400
OTU00349	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Intrasporangiaceae	 Phycicoccus	 Phycicoccus sp. Soil748
OTU00350	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Intrasporangiaceae	 NA	 NA
OTU00351	Bacteria	 Actinobacteria	 Actinomycetia	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium sp. ACS1612
OTU00352	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Labedella	 NA
OTU00353	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Streptomonospora	 Streptomonospora litoralis
OTU00354	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces zagrosensis
OTU00355	Bacteria	 Actinobacteria	 Actinomycetia	 Micromonosporales	 Micromonosporaceae	 Micromonospora	 Micromonospora sp. RL09-050-HVF-A
OTU00356	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia sp. CNS-004
OTU00357	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces showdoensis
OTU00358	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 Kribbella sp. VKM Ac-2541
OTU00359	Bacteria	 NA	 NA	 NA	 NA	 NA	 uncultured bacterium
OTU00360	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptacidiphilus	 Streptacidiphilus bronchialis
OTU00361	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Tamaricihabitans	 Tamaricihabitans halophyticus
OTU00362	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia acaciae
OTU00363	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Kribbellaceae	 Kribbella	 NA
OTU00364	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea terrae
OTU00365	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Nocardiopsaceae	 Haloactinospora	 Haloactinospora alba
OTU00366	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Thermomonospora	 NA
OTU00367	Bacteria	 Bacteroidetes	 NA	 NA	 NA	 NA	 Bacteroidetes bacterium
OTU00368	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Gimesia	 Gimesia panareensis
OTU00369	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Carbonactinosporaceae	 Carbonactinospora	 Carbonactinospora thermoautotrophica
OTU00370	Archaea	 Candidatus Thermoplasmatota	 Thermoplasmata	 Thermoplasmatales	 NA	 NA	 NA
OTU00371	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Microbacteriaceae	 Agromyces	 Agromyces humi
OTU00372	Bacteria	 Chloroflexi	 Anaerolineae	 NA	 NA	 NA	 Anaerolineae bacterium UTCFX1
OTU00373	Archaea	 Euryarchaeota	 NA	 NA	 NA	 NA	 Euryarchaeota archaeon RBG_16_68_12
OTU00374	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Sphaerimonospora	 Sphaerimonospora thailandensis
OTU00375	Bacteria	 Actinobacteria	 Actinomycetia	 Jiangellales	 Jiangellaceae	 Jiangella	 NA
OTU00376	Bacteria	 Planctomycetes	 Phycisphaerae	 Phycisphaerales	 NA	 NA	 Phycisphaerales bacterium
OTU00377	Bacteria	 Proteobacteria	 Deltaproteobacteria	 NA	 NA	 NA	 Deltaproteobacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_60_8
OTU00378	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Nonomuraea	 Nonomuraea pusilla
OTU00379	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Thermomonosporaceae	 Actinomadura	 Actinomadura sp. KC216
OTU00380	Bacteria	 Actinobacteria	 Actinomycetia	 Micrococcales	 Cellulomonadaceae	 Cellulomonas	 Cellulomonas sp. 14-74-6
OTU00381	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 Aeromicrobium	 Aeromicrobium marinum
OTU00382	Archaea	 Candidatus Micrarchaeota	 Candidatus Micrarchaeia	 Candidatus Anstonellales	 Candidatus Anstonellaceae	 Candidatus Anstonella	 Candidatus Anstonella stagnisolia
OTU00383	Bacteria	 Actinobacteria	 Actinomycetia	 Streptosporangiales	 Streptosporangiaceae	 Thermobispora	 Thermobispora bispora
OTU00384	Bacteria	 Actinobacteria	 Actinomycetia	 Pseudonocardiales	 Pseudonocardiaceae	 Saccharopolyspora	 Saccharopolyspora rectivirgula
OTU00385	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Microlunatus	 Microlunatus phosphovorus
OTU00386	Bacteria	 Actinobacteria	 Actinomycetia	 Geodermatophilales	 Geodermatophilaceae	 NA	 NA
OTU00387	Bacteria	 Actinobacteria	 Actinomycetia	 Propionibacteriales	 Nocardioidaceae	 NA	 Nocardioidaceae bacterium SCSIO 66511
OTU00388	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Candidatus Methanoperedenaceae	 Candidatus Methanoperedens	 Candidatus Methanoperedens nitroreducens
OTU00389	Bacteria	 Calditrichaeota	 NA	 NA	 NA	 NA	 Calditrichaeota bacterium
OTU00390	Bacteria	 Chloroflexi	 Caldilineae	 NA	 NA	 NA	 Caldilineae bacterium
OTU00391	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Alicyclobacillus	 Alicyclobacillus cellulosilyticus
OTU00392	Archaea	 Euryarchaeota	 NA	 NA	 NA	 NA	 Euryarchaeota archaeon RBG_16_68_13
OTU00393	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Alicyclobacillus	 Alicyclobacillus contaminans
OTU00394	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces eurocidicus
OTU00395	Bacteria	 Actinobacteria	 Actinomycetia	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Actinomyces israelii
OTU00396	Bacteria	 Actinobacteria	 Actinomycetia	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces aidingensis
